orderid,unitno,modelid,evalcode,asample,prev,preva,oilchangelast,oilhours,PQI,Pb,Al,P,Ca,Zn,Cu,Si,Na,K,Mo,B,Fe,ST,V40,OXI,NIT,SUL
969,PP,HME Model 1 type 1,A,1,1,1,1,360,1,0,2,895,2507,1039,1,1,3,3,1,0,13,9,113.3,13,6,20
970,PP,HME Model 1 type 1,A,1,1,1,0,551,1,0,1,816,2391,977,2,2,4,3,1,2,16,14,113.5,13,7,20
971,PP,HME Model 1 type 1,A,1,1,1,1,293,7,0,2,822,2206,960,1,2,0,3,0,3,9,5,113.2,14,7,20
972,PP,HME Model 1 type 1,A,1,1,1,0,483,0,0,2,872,2464,1014,3,2,3,3,0,2,13,10,114.3,14,7,21
973,PP,HME Model 1 type 1,A,1,1,1,1,273,2,0,2,917,2526,1040,0,2,3,3,0,3,9,3,115,14,7,20
974,PP,HME Model 1 type 1,A,1,2,0,0,431,0,0,1,840,2392,1013,1,2,1,2,1,3,10,8,114.7,13,7,20
975,PP,HME Model 1 type 1,B,0,1,1,1,148,0,0,1,927,2553,1025,0,3,0,2,0,7,6,1,116.1,14,6,21
977,PP,HME Model 1 type 1,A,1,1,1,0,288,0,0,1,834,2225,983,0,2,6,2,1,1,7,6,114.6,14,6,21
978,PP,HME Model 1 type 1,A,1,1,1,1,225,0,0,1,851,2240,995,0,2,6,3,0,0,6,5,104,14,6,20
979,PP,HME Model 1 type 1,A,1,1,1,0,464,0,0,2,892,2443,1023,1,2,0,3,0,2,15,12,110.2,14,7,20
980,PP,HME Model 1 type 1,A,1,1,1,1,251,0,0,1,826,2240,972,0,2,3,2,0,2,9,4,111.2,12,6,19
981,PP,HME Model 1 type 1,A,1,2,0,0,503,0,0,2,890,2572,1073,1,3,0,3,0,2,17,9,113,12,6,19
982,PP,HME Model 1 type 1,B,0,2,0,1,352,0,0,1,855,2570,960,3,2,4,6,0,0,25,15,113.4,13,6,19
983,PP,HME Model 1 type 1,B,0,1,1,1,347,1,0,2,866,2436,999,2,4,2,6,0,3,19,10,109.5,15,7,21
984,PP,HME Model 1 type 1,A,1,2,0,1,218,0,0,0,730,1929,815,0,0,3,2,0,0,8,6,107.4,13,6,20
985,PP,HME Model 1 type 1,B,0,1,1,0,536,0,0,2,999,2749,1131,1,2,4,2,1,0,18,11,109.3,15,8,22
986,PP,HME Model 1 type 1,A,1,1,1,1,250,0,0,1,932,2522,1042,0,1,0,2,0,0,10,4,116.3,13,6,20
987,PP,HME Model 1 type 1,A,1,1,1,0,507,0,0,2,988,2796,1140,1,2,0,1,2,1,16,11,107.4,15,7,21
988,PP,HME Model 1 type 1,A,1,1,1,1,271,0,0,1,862,2362,1005,0,2,0,4,1,1,10,5,111.5,13,6,21
989,PP,HME Model 1 type 1,A,1,1,1,0,528,0,0,2,945,2682,1117,2,3,0,4,0,0,20,11,110.1,13,7,19
990,PP,HME Model 1 type 1,A,1,1,1,1,281,0,0,0,929,2600,1040,0,2,2,1,0,0,10,7,108.4,13,6,19
991,PP,HME Model 1 type 1,A,1,1,1,0,444,0,0,3,909,2633,1068,2,3,0,4,0,1,17,10,108.3,14,7,21
992,PP,HME Model 1 type 1,A,1,2,0,1,242,1,0,2,920,2564,1056,1,2,2,3,0,2,10,4,108.7,11,5,18
993,PP,HME Model 1 type 1,B,0,2,0,0,437,1,1,2,831,2401,978,4,3,7,16,3,3,15,10,107.2,13,7,20
994,PP,HME Model 1 type 1,B,0,3,0,1,220,0,0,2,981,2722,1115,4,5,8,21,3,3,9,3,114.5,13,6,19
995,PP,HME Model 1 type 1,C,0,3,0,0,443,1,4,2,947,2354,1000,11,8,59,115,14,8,7,0,109.4,12,5,18
996,PP,HME Model 1 type 1,C,0,3,0,1,294,0,24,3,1030,2502,1028,15,17,201,332,61,10,17,7,109.6,11,6,19
997,PP,HME Model 1 type 1,C,0,1,1,0,499,18,1,1,975,2717,1044,5,5,40,74,10,6,25,21,108.3,14,8,22
998,PP,HME Model 1 type 1,A,1,1,1,1,206,4,0,1,802,2139,892,0,2,9,2,0,1,8,7,108.1,12,6,19
999,PP,HME Model 1 type 1,A,1,2,0,0,476,0,0,1,954,2698,1060,1,2,10,2,0,1,10,9,110.5,13,6,20
1000,PP,HME Model 1 type 1,B,0,2,0,1,242,4,1,2,882,2394,1003,0,2,17,2,0,1,9,8,105.8,13,6,20
1001,PP,HME Model 1 type 1,B,0,1,1,0,453,0,0,2,933,2510,1063,1,2,12,1,0,1,18,15,105.4,15,7,22
1002,PP,HME Model 1 type 1,A,1,2,0,1,231,0,0,2,999,2529,1075,1,1,4,2,0,1,9,10,110.5,12,6,18
1005,QQ,HME Model 1 type 1,C,0,3,0,0,522,3,7,3,978,2793,1118,3,4,8,7,1,1,36,21,123.4,25,12,29
1006,QQ,HME Model 1 type 1,C,0,3,0,1,238,1,2,2,1000,2704,1127,1,2,4,6,0,1,16,10,114,18,9,23
1007,QQ,HME Model 1 type 1,C,0,2,0,0,589,0,11,2,811,2310,1004,5,3,4,2,0,0,30,21,124.7,24,11,28
1008,QQ,HME Model 1 type 1,B,0,2,0,1,276,2,1,2,935,2595,1067,1,2,2,2,0,0,16,10,117.2,19,9,24
1009,QQ,HME Model 1 type 1,B,0,3,0,0,556,1,5,2,927,2642,1084,2,3,3,2,0,0,25,20,116.8,20,10,26
1010,QQ,HME Model 1 type 1,C,0,2,0,1,287,0,4,2,933,2625,1069,0,3,3,2,1,1,16,13,115.8,17,8,23
1011,QQ,HME Model 1 type 1,B,0,1,1,0,485,0,3,2,884,2382,1034,0,2,0,0,1,2,19,16,120.9,19,9,24
1012,QQ,HME Model 1 type 1,A,1,2,0,1,199,0,0,1,933,2536,1049,0,2,0,2,1,2,8,4,114.7,14,7,21
1013,QQ,HME Model 1 type 1,B,0,1,1,0,464,0,3,2,871,2423,1031,1,3,4,3,0,2,19,13,121,20,10,25
1014,QQ,HME Model 1 type 1,A,1,2,0,1,231,1,0,0,891,2297,996,0,1,3,3,0,3,9,6,117.2,14,7,20
1015,QQ,HME Model 1 type 1,B,0,2,0,0,500,3,4,2,910,2574,1082,2,2,9,4,0,3,25,16,119,21,11,26
1016,QQ,HME Model 1 type 1,B,0,2,0,1,233,0,0,1,902,2371,1039,4,2,6,2,0,3,11,11,113.6,16,8,23
1017,QQ,HME Model 1 type 1,B,0,2,0,0,465,4,1,2,890,2474,1081,1,2,6,2,1,2,18,14,114.5,17,9,23
1018,QQ,HME Model 1 type 1,B,0,2,0,1,217,0,0,1,1009,2728,1155,0,2,3,2,0,2,10,4,109.7,14,7,20
1019,QQ,HME Model 1 type 1,B,0,1,1,0,510,0,2,2,954,2595,1095,1,2,5,2,0,2,23,16,114.6,19,9,26
1020,QQ,HME Model 1 type 1,A,1,2,0,1,289,0,0,1,851,2306,995,0,2,3,2,0,2,12,8,111.9,15,7,21
1021,QQ,HME Model 1 type 1,B,0,3,0,0,564,0,3,2,975,2687,1136,1,3,5,2,0,2,27,20,114.3,19,9,24
1022,QQ,HME Model 1 type 1,C,0,2,0,1,252,0,0,3,1000,2653,1099,0,4,4,2,0,3,19,9,112.9,15,8,22
1023,QQ,HME Model 1 type 1,B,0,2,0,0,502,0,4,2,1022,2740,1120,1,2,5,2,1,1,25,16,107.6,18,9,24
1024,QQ,HME Model 1 type 1,B,0,2,0,1,247,0,0,2,1006,2697,1092,0,2,4,2,0,1,13,8,108.3,16,8,24
1025,QQ,HME Model 1 type 1,B,0,1,1,0,549,0,4,2,1037,2817,1152,1,2,7,5,1,1,24,19,110.6,19,10,24
1029,QQ,HME Model 1 type 1,C,0,2,0,0,522,6,4,3,997,2813,1181,1,4,0,3,0,0,32,24,115.5,19,10,25
1030,QQ,HME Model 1 type 1,B,0,2,0,1,253,2,0,2,999,2788,1157,0,2,0,0,0,0,14,14,109.9,15,8,22
1031,QQ,HME Model 1 type 1,B,0,3,0,0,501,0,2,3,947,2649,1116,2,3,0,4,0,0,25,21,110.5,18,10,25
1032,QQ,HME Model 1 type 1,C,0,2,0,1,257,0,1,3,947,2639,1098,0,3,0,2,0,2,19,14,109.4,15,8,21
1033,QQ,HME Model 1 type 1,B,0,2,0,0,507,0,3,3,875,2494,1055,2,2,0,0,2,2,28,21,115.6,18,10,24
1034,QQ,HME Model 1 type 1,B,0,2,0,1,249,3,0,2,934,2635,1068,0,6,1,2,0,2,13,10,110,15,7,21
1035,QQ,HME Model 1 type 1,B,0,2,0,0,458,0,3,3,910,2657,1087,1,3,2,3,0,0,25,20,111.6,17,9,22
1036,QQ,HME Model 1 type 1,B,0,2,0,1,204,1,0,2,954,2622,1063,0,2,1,2,0,1,13,7,114.3,14,7,22
1037,QQ,HME Model 1 type 1,B,0,2,0,0,478,0,0,1,951,2772,1116,1,7,7,2,4,0,26,19,111.8,17,9,22
1038,QQ,HME Model 1 type 1,B,0,3,0,1,243,0,1,2,920,2548,1052,0,2,7,2,0,0,14,10,112,16,8,24
1039,QQ,HME Model 1 type 1,C,0,2,0,0,492,0,2,4,989,2838,1125,3,6,12,2,1,0,34,15,112.1,18,9,23
1040,QQ,HME Model 1 type 1,B,0,2,0,1,266,0,2,0,957,2612,1080,1,1,10,2,0,0,16,8,112.8,14,7,21
1041,QQ,HME Model 1 type 1,B,0,2,0,0,433,0,3,3,1008,2840,1195,1,3,14,7,1,1,25,14,107.8,17,9,22
1042,QQ,HME Model 1 type 1,B,0,1,1,1,197,0,2,1,949,2572,1040,1,2,9,2,0,1,11,6,106.7,14,7,20
1043,QQ,HME Model 1 type 1,A,1,1,1,0,469,0,0,0,842,2241,932,0,0,0,0,0,0,10,9,106.9,15,8,23
1044,QQ,HME Model 1 type 1,A,1,2,0,1,215,0,1,2,940,2278,1015,0,1,1,2,0,1,7,7,103.3,15,7,20
1046,RR,HME Model 1 type 1,C,0,3,0,1,269,4,3,0,981,2831,1153,2,3,5,3,2,0,34,16,130.5,25,11,28
1047,RR,HME Model 1 type 1,C,0,3,0,0,502,0,9,2,1010,3111,1185,7,8,6,2,0,3,52,21,138,26,12,30
1048,RR,HME Model 1 type 1,C,0,2,0,1,251,1,1,2,853,2573,986,3,3,4,2,0,0,27,12,127.3,17,8,23
1049,RR,HME Model 1 type 1,B,0,2,0,0,455,3,2,2,962,2890,1103,3,3,4,3,0,0,34,16,130.1,18,9,24
1050,RR,HME Model 1 type 1,B,0,2,0,1,190,0,0,1,899,2543,1033,1,2,4,2,0,0,11,4,117,17,8,23
1051,RR,HME Model 1 type 1,B,0,2,0,0,421,2,2,2,852,2572,999,0,2,4,2,1,2,15,5,115.3,13,6,20
1052,RR,HME Model 1 type 1,B,0,2,0,1,265,7,0,1,858,2314,991,1,2,0,3,1,3,19,12,117.4,18,8,23
1053,RR,HME Model 1 type 1,B,0,3,0,0,478,0,2,2,991,2786,1139,3,2,3,2,1,2,33,20,128.1,18,9,24
1054,RR,HME Model 1 type 1,C,0,3,0,1,269,2,2,2,985,2814,1127,1,2,3,2,0,3,27,15,124.7,20,10,25
1055,RR,HME Model 1 type 1,C,0,3,0,0,532,5,3,0,981,2742,1155,1,2,6,2,1,5,32,16,122.1,22,10,27
1056,RR,HME Model 1 type 1,C,0,3,0,1,236,0,1,1,1105,3107,1240,0,3,0,2,1,7,29,17,123.7,20,10,26
1057,RR,HME Model 1 type 1,C,0,3,0,0,500,4,3,2,1013,2832,1191,1,2,2,2,1,5,30,17,125.3,22,11,29
1058,RR,HME Model 1 type 1,C,0,3,0,1,269,0,0,1,912,2445,1062,2,2,6,2,2,5,17,12,119.1,20,9,25
1059,RR,HME Model 1 type 1,C,0,3,0,0,461,0,4,2,1031,2749,1135,1,2,5,3,0,1,26,13,120.7,19,9,25
1060,RR,HME Model 1 type 1,C,0,3,0,1,248,0,2,1,992,2699,1133,1,2,5,2,0,2,19,10,117.7,17,8,22
1061,RR,HME Model 1 type 1,C,0,3,0,0,554,0,8,2,1013,2786,1214,2,2,0,2,1,5,36,18,121.7,22,10,27
1062,RR,HME Model 1 type 1,C,0,2,0,1,287,0,2,1,1023,2704,1137,1,2,5,2,1,5,19,9,116.2,17,8,23
1063,RR,HME Model 1 type 1,B,0,2,0,0,547,0,6,3,1083,3068,1259,2,2,4,2,1,2,29,17,108.7,22,10,27
1064,RR,HME Model 1 type 1,B,0,2,0,1,271,0,2,1,1019,2725,1105,2,2,5,2,1,3,16,9,112,18,9,23
1065,RR,HME Model 1 type 1,B,0,3,0,0,476,1,4,1,1008,2889,1198,0,3,3,3,0,2,22,14,116.2,19,9,24
1066,RR,HME Model 1 type 1,C,0,2,0,1,218,0,2,2,996,2736,1123,0,2,2,2,0,1,15,9,113.5,17,8,23
1067,RR,HME Model 1 type 1,B,0,1,1,0,553,0,6,1,1010,2709,1134,1,2,4,2,1,1,26,19,117.8,20,9,25
1068,RR,HME Model 1 type 1,A,1,3,0,1,298,0,2,1,929,2486,1046,0,2,3,5,1,0,14,13,111.4,17,8,22
1070,RR,HME Model 1 type 1,B,0,3,0,1,549,0,1,1,928,2588,1085,0,2,0,0,0,0,23,16,114.3,17,9,24
1071,RR,HME Model 1 type 1,C,0,3,0,0,312,5,2,2,994,2744,1134,1,2,4,0,0,0,27,20,114.5,17,9,24
1072,RR,HME Model 1 type 1,C,0,3,0,1,312,0,2,3,905,2618,1079,2,3,0,1,0,3,24,16,112.1,15,8,21
1074,RR,HME Model 1 type 1,A,1,3,0,0,512,0,0,2,978,2698,1090,0,3,0,2,1,2,18,13,110.9,15,8,21
1076,RR,HME Model 1 type 1,C,0,3,0,1,139,0,1,1,951,2603,1083,1,2,3,2,0,0,13,8,110.4,12,6,20
1077,RR,HME Model 1 type 1,C,0,3,0,0,487,0,3,0,952,2856,1059,1,3,7,2,0,0,34,22,109,17,8,22
1078,RR,HME Model 1 type 1,C,0,3,0,1,222,0,0,0,938,2604,1040,1,2,11,10,1,0,17,12,109.8,15,7,22
1079,RR,HME Model 1 type 1,C,0,3,0,0,463,6,5,2,966,2582,1090,1,2,13,2,0,1,34,19,114.2,17,9,24
1080,RR,HME Model 1 type 1,C,0,3,0,1,209,3,2,0,977,2794,1118,1,2,11,2,0,0,23,12,109.5,14,7,21
1083,RR,HME Model 1 type 1,C,0,2,0,0,473,0,6,2,1004,2710,1154,2,2,13,2,1,1,37,26,112.6,19,9,25
1084,RR,HME Model 1 type 1,B,0,2,0,1,222,0,2,0,985,2704,1133,2,1,7,2,0,1,14,13,109.4,15,7,21
1086,SS,HME Model 1 type 1,A,1,3,0,1,271,0,2,2,887,2450,1017,2,2,6,3,0,1,11,6,115,16,8,21
1087,SS,HME Model 1 type 1,C,0,1,1,1,221,1,4,0,893,2564,1054,5,3,6,6,0,0,19,13,115.3,18,9,23
1088,SS,HME Model 1 type 1,A,1,3,0,1,284,0,1,1,895,2496,1052,2,2,5,2,0,0,10,7,113.6,17,8,22
1089,SS,HME Model 1 type 1,C,0,4,0,1,179,0,2,0,781,2296,974,3,2,2,3,0,0,14,13,117.9,17,9,22
1090,SS,HME Model 1 type 1,X,0,1,1,0,377,10,4,2,871,2515,1011,4,2,0,3,1,2,30,18,122.7,20,10,25
1091,SS,HME Model 1 type 1,A,1,1,1,1,272,0,0,0,864,2561,1076,2,2,3,2,3,2,9,4,114.9,16,8,23
1092,SS,HME Model 1 type 1,A,1,1,1,1,461,1,2,1,912,2632,1094,3,3,3,4,0,2,13,8,116.6,14,7,21
1093,SS,HME Model 1 type 1,A,1,1,1,0,471,7,1,2,838,2173,938,3,2,0,2,1,3,13,10,117,18,9,23
1094,SS,HME Model 1 type 1,A,1,2,0,1,199,0,2,2,826,2176,967,1,2,2,1,1,2,7,3,117.1,14,6,19
1095,SS,HME Model 1 type 1,B,0,1,1,0,495,2,3,2,926,2641,1072,25,2,5,6,1,3,16,9,121.7,18,9,23
1096,SS,HME Model 1 type 1,A,1,3,0,1,247,1,1,1,836,2263,977,2,2,1,0,0,0,8,5,116.8,14,7,21
1097,SS,HME Model 1 type 1,C,0,1,1,0,529,0,0,2,991,2884,1118,4,4,1,3,0,4,21,10,122.1,19,10,25
1098,SS,HME Model 1 type 1,A,1,2,0,1,276,5,0,1,998,2651,1133,2,2,5,2,1,3,10,8,118.7,16,8,22
1099,SS,HME Model 1 type 1,B,0,1,1,0,417,0,2,1,866,2376,1027,2,2,6,2,1,1,13,10,117.2,18,9,23
1100,SS,HME Model 1 type 1,A,1,1,1,1,161,0,0,1,904,2352,996,0,2,4,2,0,0,6,2,114.4,14,6,20
1101,SS,HME Model 1 type 1,A,1,1,1,0,450,0,1,1,908,2489,1019,2,2,5,1,0,2,14,9,116.1,17,8,24
1102,SS,HME Model 1 type 1,A,1,2,0,1,252,0,0,1,970,2617,1095,1,2,6,2,0,2,9,14,113.2,15,7,20
1103,SS,HME Model 1 type 1,B,0,1,1,0,546,0,8,2,945,2743,1109,3,2,6,1,0,2,22,14,117.7,18,9,23
1104,SS,HME Model 1 type 1,A,1,3,0,1,266,0,0,2,1004,2829,1158,1,2,0,0,0,1,9,5,114.4,15,7,21
1108,SS,HME Model 1 type 1,B,0,2,0,1,250,1,1,2,976,2698,1094,0,2,0,0,1,1,14,13,111.5,14,7,21
1109,SS,HME Model 1 type 1,B,0,1,1,0,515,0,2,1,892,2522,1058,1,2,0,3,0,0,18,17,112.9,15,8,23
1110,SS,HME Model 1 type 1,A,1,2,0,1,257,0,1,1,963,2777,1083,0,2,0,0,0,0,11,10,118.9,14,7,21
1111,SS,HME Model 1 type 1,B,0,2,0,0,490,0,2,2,963,2734,1134,0,2,2,2,0,0,17,18,109.7,15,8,22
1112,SS,HME Model 1 type 1,B,0,2,0,1,222,1,0,2,963,2717,1079,0,2,0,0,0,0,10,9,108,13,6,20
1113,SS,HME Model 1 type 1,B,0,2,0,0,499,3,2,3,913,2698,1081,1,3,2,1,0,2,20,17,111.5,13,7,20
1114,SS,HME Model 1 type 1,B,0,2,0,1,266,0,1,2,961,2655,1069,0,2,0,0,0,2,14,10,111.7,12,6,19
1115,SS,HME Model 1 type 1,B,0,3,0,0,502,0,2,1,937,2733,1061,2,2,3,3,0,0,23,23,114.4,15,8,21
1116,SS,HME Model 1 type 1,C,0,2,0,1,265,0,0,2,983,2681,1092,0,3,0,3,0,1,15,14,111.6,15,7,22
1117,SS,HME Model 1 type 1,B,0,1,1,0,477,6,2,3,888,2548,1034,1,3,5,1,0,0,20,17,113.9,15,8,22
1118,SS,HME Model 1 type 1,A,1,2,0,1,239,1,0,2,1018,2581,1078,1,2,4,2,0,0,12,9,110.3,13,6,20
1119,SS,HME Model 1 type 1,B,0,2,0,0,508,1,2,2,924,2609,1077,2,2,13,2,0,1,20,16,112.4,15,8,22
1120,SS,HME Model 1 type 1,B,0,2,0,1,221,0,1,1,926,2486,1041,0,2,7,1,0,1,8,7,110.3,14,7,21
1121,SS,HME Model 1 type 1,B,0,2,0,0,472,0,1,2,893,2514,1034,1,2,17,2,0,1,17,16,109.7,16,8,22
1122,SS,HME Model 1 type 1,B,0,2,0,1,225,0,0,1,972,2550,1084,1,1,13,0,0,1,8,6,109.5,15,7,21
1123,SS,HME Model 1 type 1,B,0,1,1,0,469,0,1,2,991,2599,1117,1,2,6,2,1,0,17,15,110.2,15,8,21
1124,SS,HME Model 1 type 1,A,1,2,0,1,234,1,0,0,963,2596,1108,1,2,7,2,0,1,9,10,108.2,14,6,20
1127,TT,HME Model 1 type 1,C,0,3,0,1,253,4,2,0,885,2561,1073,2,2,4,2,0,0,21,19,116.7,17,8,23
1128,TT,HME Model 1 type 1,C,0,3,0,0,489,0,3,2,1034,2912,1200,4,4,18,27,3,7,33,20,120.1,18,9,25
1129,TT,HME Model 1 type 1,C,0,3,0,1,273,0,2,1,960,2697,1097,1,2,3,3,0,0,23,19,117,15,8,23
1130,TT,HME Model 1 type 1,C,0,3,0,0,582,0,6,2,945,2797,1120,2,3,4,2,0,1,36,29,119.9,20,10,28
1131,TT,HME Model 1 type 1,C,0,2,0,1,289,1,2,2,909,2656,1087,3,2,4,3,0,2,21,17,117.3,15,7,22
1132,TT,HME Model 1 type 1,B,0,2,0,0,510,0,0,2,844,2398,975,2,5,6,2,0,0,20,15,113.9,14,7,21
1133,TT,HME Model 1 type 1,B,0,1,1,1,231,2,0,1,862,2424,1007,1,2,0,3,1,2,11,12,117.5,14,6,21
1134,TT,HME Model 1 type 1,A,1,3,0,0,401,0,0,0,841,2186,968,0,5,1,3,1,3,2,0,117.2,11,3,18
1135,TT,HME Model 1 type 1,C,0,3,0,1,215,26,1,1,942,2601,1094,0,2,5,8,1,3,11,9,119.3,14,7,22
1136,TT,HME Model 1 type 1,C,0,3,0,0,527,4,7,2,941,2587,1059,2,3,12,20,3,6,29,21,123.6,17,8,24
1137,TT,HME Model 1 type 1,C,0,3,0,1,265,0,3,1,998,2902,1140,2,4,22,40,6,8,29,20,123.9,18,9,26
1138,TT,HME Model 1 type 1,C,0,3,0,0,523,0,5,1,919,2628,1121,3,5,32,65,9,6,37,29,125,21,10,28
1139,TT,HME Model 1 type 1,C,0,3,0,1,288,6,3,2,949,2694,1132,2,4,22,51,7,4,27,19,118.9,17,8,24
1140,TT,HME Model 1 type 1,C,0,2,0,0,444,0,6,2,988,2726,1139,3,4,23,42,6,4,34,28,119.9,19,9,27
1141,TT,HME Model 1 type 1,B,0,2,0,1,218,3,0,1,965,2671,1126,1,2,15,21,3,3,14,10,111.4,14,7,21
1142,TT,HME Model 1 type 1,B,0,2,0,0,519,1,5,1,1002,2737,1151,3,3,14,22,4,6,33,22,115.7,16,8,22
1143,TT,HME Model 1 type 1,B,0,2,0,1,269,0,2,1,943,2532,1069,2,2,8,9,2,5,17,13,112.1,15,7,22
1144,TT,HME Model 1 type 1,B,0,2,0,0,531,0,3,2,969,2766,1141,5,3,11,10,2,2,32,25,108.7,15,8,22
1145,TT,HME Model 1 type 1,B,0,3,0,1,253,0,1,1,957,2500,1032,3,2,8,5,1,2,15,10,104.8,12,6,19
1146,TT,HME Model 1 type 1,C,0,2,0,0,478,0,2,2,982,2597,1066,11,4,14,6,1,1,22,15,102,13,6,20
1148,TT,HME Model 1 type 1,X,0,4,0,0,408,0,2,5,1125,2778,1098,25,25,235,639,75,10,22,15,119.2,16,9,23
1149,TT,HME Model 1 type 1,X,0,2,0,1,270,0,1,1,972,2423,996,12,16,156,396,50,8,12,10,116.2,14,7,21
1150,TT,HME Model 1 type 1,B,0,4,0,0,471,0,4,2,908,2623,1061,33,3,16,35,5,2,16,11,124.4,17,8,25
1151,TT,HME Model 1 type 1,X,0,4,0,1,216,0,2,3,1140,2890,1142,25,18,195,457,57,8,13,8,115.8,14,7,22
1152,TT,HME Model 1 type 1,X,0,4,0,0,463,0,6,5,1147,2915,1158,69,29,333,776,91,11,23,20,120.1,18,10,25
1153,TT,HME Model 1 type 1,X,0,3,0,1,173,4,2,2,1025,2551,1068,10,12,115,297,35,7,9,6,113.9,13,7,20
1154,TT,HME Model 1 type 1,C,0,4,0,0,526,0,3,3,977,2672,1045,14,10,101,246,29,7,14,11,116.1,13,7,20
1155,TT,HME Model 1 type 1,X,0,4,0,1,259,25,0,2,946,2560,1061,2,3,2,2,0,1,26,20,108.3,10,4,17
1156,TT,HME Model 1 type 1,X,0,4,0,0,461,0,7,5,1250,2965,1140,72,42,436,1080,125,14,32,21,128.9,17,9,24
1157,TT,HME Model 1 type 1,X,0,4,0,1,317,0,2,4,1006,2593,1021,19,18,187,425,54,8,13,11,114.4,14,7,21
1158,TT,HME Model 1 type 1,X,0,4,0,0,477,1,6,7,1183,2952,1084,64,35,397,945,121,14,32,18,122.9,16,9,25
1159,TT,HME Model 1 type 1,X,0,4,0,1,227,0,2,0,891,2288,881,17,15,184,376,55,8,12,10,115.3,14,7,22
1160,TT,HME Model 1 type 1,X,0,3,0,0,442,1,3,5,1061,2738,1055,46,23,292,649,89,11,23,15,119.6,15,8,24
1161,TT,HME Model 1 type 1,C,0,4,0,1,220,0,1,0,907,2695,1036,3,6,3,0,58,9,11,8,113.7,13,6,20
1162,TT,HME Model 1 type 1,X,0,4,0,0,506,0,3,4,1153,2840,1087,52,27,333,768,101,13,25,16,118.3,16,9,24
1163,TT,HME Model 1 type 1,X,0,4,0,1,275,0,1,3,1090,2619,1051,19,19,235,507,68,10,13,7,112.4,12,6,19
1164,TT,HME Model 1 type 1,X,0,4,0,0,444,0,3,4,1145,2718,1071,35,25,329,635,96,8,19,14,115.2,15,8,22
1165,TT,HME Model 1 type 1,X,0,4,0,1,197,0,1,0,970,2386,957,13,14,179,391,52,8,8,5,112.7,12,6,20
1168,VV,HME Model 1 type 1,X,0,4,0,0,490,1,3,4,1183,2386,959,6,52,544,1234,165,20,35,30,109.5,16,8,25
1169,VV,HME Model 1 type 1,X,0,4,0,1,227,0,1,0,1016,2391,986,5,24,251,581,74,8,18,16,107.2,14,6,22
1170,VV,HME Model 1 type 1,X,0,4,0,0,520,0,2,2,1118,2389,1007,14,39,395,830,118,11,32,24,103.7,15,7,23
1171,VV,HME Model 1 type 1,X,0,4,0,1,281,3,0,1,946,2163,958,8,16,145,335,43,5,16,10,100.4,21,6,23
1172,VV,HME Model 1 type 1,X,0,2,0,0,581,8,1,0,1000,2143,1110,8,12,114,247,30,5,14,12,95,19,10,23
1173,VV,HME Model 1 type 1,B,0,2,0,1,248,1,0,2,840,2355,982,6,3,4,4,1,2,16,7,116,18,7,23
1174,VV,HME Model 1 type 1,B,0,2,0,0,436,0,3,2,849,2443,1065,13,3,6,13,3,3,22,10,118.5,17,8,22
1175,VV,HME Model 1 type 1,B,0,2,0,1,175,6,0,2,902,2450,1028,11,3,6,6,1,3,14,3,115.7,14,7,21
1176,VV,HME Model 1 type 1,B,0,2,0,0,517,2,2,3,935,2627,1078,9,4,5,5,1,4,19,9,118.6,19,9,24
1177,VV,HME Model 1 type 1,B,0,2,0,1,276,9,0,1,913,2562,1071,6,4,6,5,1,5,13,5,116.6,18,8,23
1179,VV,HME Model 1 type 1,A,1,2,0,0,154,0,0,1,850,2175,981,4,2,6,3,1,3,4,0,114.8,14,5,20
1181,VV,HME Model 1 type 1,C,0,3,0,0,484,2,4,3,900,2508,1054,54,5,3,7,1,2,29,14,114.9,17,8,23
1182,VV,HME Model 1 type 1,C,0,2,0,1,276,0,1,2,870,2395,1030,40,3,0,3,0,2,17,6,113.2,14,7,20
1183,VV,HME Model 1 type 1,B,0,2,0,0,487,1,3,3,947,2636,1117,42,5,0,4,0,5,24,9,113.5,14,7,20
1184,VV,HME Model 1 type 1,B,0,2,0,1,232,0,2,2,942,2497,1066,19,3,4,2,1,5,13,5,112.3,15,7,21
1185,VV,HME Model 1 type 1,B,0,2,0,0,536,4,6,2,1009,2954,1219,27,4,0,2,0,2,27,12,112.2,18,8,23
1186,VV,HME Model 1 type 1,B,0,2,0,1,289,0,2,2,955,2540,1054,14,3,4,3,0,3,18,6,106.8,15,7,22
1187,VV,HME Model 1 type 1,B,0,2,0,0,472,1,4,2,944,2616,1088,20,3,2,4,2,1,21,12,105.1,16,8,23
1188,VV,HME Model 1 type 1,B,0,2,0,1,234,0,1,2,914,2379,1001,12,2,2,2,0,1,12,5,105.4,13,6,20
1189,VV,HME Model 1 type 1,B,0,1,1,0,498,1,2,2,929,2530,1054,7,4,5,1,0,1,18,11,111.6,15,7,21
1190,VV,HME Model 1 type 1,A,1,2,0,1,283,0,1,2,925,2455,1018,4,3,5,4,0,0,11,10,104.9,15,7,21
1191,VV,HME Model 1 type 1,B,0,1,1,0,527,6,2,2,965,2624,1084,4,3,4,3,0,0,14,12,102.7,15,7,21
1192,VV,HME Model 1 type 1,A,1,1,1,1,288,4,0,2,913,2553,1071,1,2,0,2,0,0,8,5,105.5,13,7,20
